City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
87,okato,0,NZ,1524364991,95,-39.19,173.88,62.58,6.89
88,puerto ayora,0,EC,1524364992,97,-0.74,-90.35,76.53,8.68
89,cantaura,0,VE,1524364992,74,9.31,-64.36,76.62,12.59
90,isangel,90,VU,1524362400,78,-19.55,169.27,82.4,9.17
91,rivera,0,UY,1524364992,92,-30.9,-55.54,66.9,2.98
92,provideniya,0,RU,1524364992,100,64.42,-173.23,23.16,22.88
93,cidreira,12,BR,1524364993,91,-30.17,-50.22,70.59,6.44
94,kyren,0,RU,1524364993,68,51.68,102.13,40.89,2.64
95,arraial do cabo,88,BR,1524364993,90,-22.97,-42.02,73.38,12.26
96,viamao,20,BR,1524362400,100,-30.08,-51.02,66.2,2.24
97,hualmay,8,PE,1524364994,93,-11.1,-77.61,62.94,2.64
98,sao joao dos patos,44,BR,1524364994,72,-6.5,-43.7,79.05,3.31
99,nome,90,US,1524363960,88,30.04,-94.42,69.8,10.29
100,cabo san lucas,75,MX,1524361380,50,22.89,-109.91,75.2,3.36
101,omboue,0,GA,1524364994,100,-1.57,9.26,82.74,7.23
102,sao joao da barra,76,BR,1524364995,100,-21.64,-41.05,76.17,14.16
103,deputatskiy,76,RU,1524364995,84,69.3,139.9,26.94,3.87
104,ushuaia,40,AR,1524362400,86,-54.81,-68.31,39.2,18.34
105,faanui,80,PF,1524364995,100,-16.48,-151.75,82.2,8.79
106,erzin,0,TR,1524363600,46,36.95,36.2,53.6,8.05
107,pauini,32,BR,1524364996,98,-7.71,-67.0,73.38,2.53
108,thiruvananthapuram,40,IN,1524362400,89,8.48,76.92,84.2,3.36
109,touros,88,BR,1524364996,95,-5.2,-35.46,78.06,8.57
110,atar,80,MR,1524364997,31,20.52,-13.05,64.83,4.76
111,stromness,5,CA,1524362400,39,42.87,-79.55,46.4,5.82
112,presidencia roque saenz pena,64,AR,1524364997,84,-26.79,-60.44,76.98,9.24
113,prabumulih,44,ID,1524364997,100,-3.5,104.19,82.74,3.65
114,tarko-sale,0,RU,1524364997,82,64.92,77.78,7.77,9.24
115,lata,0,IN,1524365001,70,30.78,78.62,53.22,1.97
116,uyemskiy,20,RU,1524362400,73,64.47,40.85,19.4,8.95
117,bredasdorp,8,ZA,1524362400,87,-34.53,20.04,51.8,4.7
118,cape town,0,ZA,1524362400,93,-33.93,18.42,53.6,6.93
119,caranavi,88,BO,1524365001,92,-15.83,-67.57,65.46,1.97
120,bluff,0,AU,1524365001,68,-23.58,149.07,77.88,10.47
121,solon,1,US,1524363420,42,41.39,-81.44,48.2,4.7
122,dikson,76,RU,1524365002,100,73.51,80.55,12.72,18.07
123,jiexiu,80,CN,1524365005,97,37.02,111.92,50.25,11.81
124,kholm,92,RU,1524365005,99,57.15,31.18,41.79,11.25
125,rasht,90,IR,1524362400,100,37.28,49.58,50.0,2.42
126,olga,1,US,1524362280,26,34.11,-118.17,82.4,2.64
127,alice springs,0,AU,1524362400,16,-23.7,133.88,87.8,14.99
128,carnarvon,8,ZA,1524365006,72,-30.97,22.13,39.81,2.75
129,mecca,0,SA,1524362400,42,21.43,39.83,86.0,2.75
130,esperance,20,TT,1524362400,83,10.24,-61.45,77.0,3.36
131,yellowknife,75,CA,1524362400,54,62.45,-114.38,30.2,10.29
132,sheregesh,0,RU,1524365007,50,52.93,87.98,54.84,4.09
133,avarua,12,CK,1524365007,100,-21.21,-159.78,79.23,5.44
134,kodiak,90,US,1524361980,35,39.95,-94.76,57.2,13.87
135,new norfolk,40,AU,1524362400,45,-42.78,147.06,68.0,8.05
136,liverpool,0,GB,1524363600,82,53.41,-2.98,60.8,11.41
137,abu samrah,48,SY,1524365008,98,35.3,37.18,50.88,6.67
138,kapit,12,MY,1524365008,81,2.02,112.94,82.92,2.75
139,moose factory,1,CA,1524362400,100,51.26,-80.61,19.4,2.24
140,varhaug,20,NO,1524363600,100,58.61,5.65,37.4,8.79
141,rocha,68,UY,1524365009,94,-34.48,-54.34,64.92,2.75
142,chimbote,0,PE,1524365009,93,-9.08,-78.59,64.65,4.65
143,saint-georges,12,CA,1524365009,63,46.12,-70.67,30.63,4.76
144,smidovich,0,RU,1524365009,23,48.6,133.81,55.38,10.8
145,pocone,8,BR,1524365010,79,-16.26,-56.62,73.92,2.19
146,husavik,24,CA,1524365010,59,50.56,-96.99,51.06,16.96
147,peschanokopskoye,12,RU,1524365010,62,46.18,41.08,46.29,17.29
148,kavarna,0,BG,1524364200,75,43.43,28.33,44.6,2.24
149,shumskiy,8,RU,1524365010,38,54.83,99.13,54.84,3.31
150,ketchikan,75,US,1524362160,75,55.34,-131.65,46.4,16.11
151,shimoda,20,JP,1524362400,73,34.7,138.93,69.8,20.8
152,hervey bay,48,AU,1524365011,100,-25.3,152.85,72.75,13.04
153,zhangye,92,CN,1524365012,100,38.94,100.46,48.81,4.21
154,prince rupert,90,CA,1524362400,75,54.32,-130.32,46.4,6.93
155,mirwah,48,YE,1524365012,67,13.92,43.92,63.12,2.75
156,mizdah,32,LY,1524365012,86,31.45,12.98,51.42,4.76
157,srednekolymsk,32,RU,1524365012,62,67.46,153.71,41.61,0.4
158,quartucciu,0,IT,1524363600,87,39.25,9.18,53.6,5.82
159,hovd,75,NO,1524363600,100,63.83,10.7,41.0,11.41
160,ostrovnoy,76,RU,1524365013,79,68.05,39.51,10.38,3.98
161,lima,8,PE,1524365016,89,-12.06,-77.04,58.44,1.63
162,aloleng,0,PH,1524365016,83,16.13,119.78,87.42,3.98
163,puerto cabello,40,VE,1524362400,88,10.47,-68.01,75.2,3.36
164,iqaluit,20,CA,1524362400,85,63.75,-68.52,15.8,3.36
165,tuatapere,36,NZ,1524365017,100,-46.13,167.69,52.41,15.5
166,matagami,12,NG,1524365017,90,9.67,8.4,64.92,3.31
167,mazyr,0,BY,1524365017,62,52.05,29.27,44.22,11.25
168,roald,80,NO,1524363600,100,62.58,6.12,41.0,5.82
169,cihuatlan,20,MX,1524361800,83,19.24,-104.57,77.0,5.82
170,lakatoro,80,VU,1524365018,83,-16.11,167.42,82.38,5.99
171,santa luzia,0,BR,1524362400,72,-19.77,-43.85,66.2,10.29
172,sao filipe,64,CV,1524365019,100,14.9,-24.5,68.43,13.49
173,bozhou,92,CN,1524365019,89,33.86,115.78,71.49,12.03
174,bakchar,80,RU,1524364775,83,57.02,82.07,46.38,11.03
175,namatanai,24,PG,1524365020,94,-3.66,152.44,85.98,4.99
176,fairbanks,1,US,1524362280,48,64.84,-147.72,41.0,3.65
177,henties bay,44,NA,1524365020,100,-22.12,14.28,60.42,4.88
178,cayenne,75,GF,1524362400,100,4.94,-52.33,75.2,5.44
179,mana,0,RS,1524364200,81,43.52,20.24,46.4,2.24
180,adrar,0,DZ,1524362400,18,27.87,-0.29,71.6,9.17
181,khatanga,68,RU,1524365021,93,71.98,102.47,14.61,15.05
182,dunedin,0,NZ,1524364785,58,-45.87,170.5,54.84,15.5
183,santo estevao,92,BR,1524365021,88,-12.43,-39.25,73.02,4.76
184,gigmoto,68,PH,1524365022,100,13.78,124.39,82.02,6.78
185,manzanillo,32,CU,1524365022,100,20.34,-77.12,76.35,9.01
186,itarema,44,BR,1524365022,94,-2.92,-39.92,76.35,5.77
187,sinnamary,92,GF,1524365022,100,5.38,-52.96,76.98,9.46
188,aleksandrovskoye,36,RU,1524365022,68,56.74,85.39,51.78,11.7
189,qaanaaq,80,GL,1524365023,89,77.48,-69.36,12.54,5.44
190,longyearbyen,40,NO,1524361800,67,78.22,15.63,23.0,14.99
191,benguela,0,AO,1524365023,100,-12.58,13.4,76.08,2.75
192,sarangani,0,PH,1524365023,98,5.4,125.46,83.82,5.21
193,marana,1,US,1524362280,14,32.44,-111.22,78.8,5.82
194,camacupa,0,AO,1524365023,72,-12.02,17.48,53.76,2.64
195,tura,0,IN,1524365024,94,25.52,90.21,74.28,3.76
196,manica,100,MZ,1524362400,100,-18.94,32.88,64.4,2.24
197,manokwari,56,ID,1524365024,100,-0.87,134.08,81.3,5.77
198,mareeba,20,AU,1524362400,48,-16.99,145.42,86.0,17.22
199,katsuura,0,JP,1524362400,40,33.93,134.5,73.4,4.7
200,cairns,20,AU,1524362400,48,-16.92,145.77,86.0,17.22
201,narsaq,48,GL,1524361800,69,60.91,-46.05,37.4,1.12
202,abha,20,SA,1524362400,59,18.22,42.5,64.4,11.41
203,luwuk,12,ID,1524365025,100,-0.95,122.79,80.76,2.53
204,mastic beach,1,US,1524363300,75,40.77,-72.85,53.6,5.82
205,road town,75,VG,1524361980,78,18.42,-64.62,78.8,16.11
206,sampit,64,ID,1524365026,89,-2.54,112.95,83.73,4.65
207,mount isa,0,AU,1524362400,24,-20.73,139.49,89.6,12.75
208,vila velha,75,BR,1524362400,83,-3.71,-38.6,82.4,8.05
209,ucluelet,32,CA,1524365027,83,48.94,-125.55,41.07,1.63
210,novoanninskiy,32,RU,1524365027,89,50.53,42.67,50.61,17.52
211,flinders,40,AU,1524362400,49,-34.58,150.85,71.6,4.7
212,ishigaki,75,JP,1524362400,88,24.34,124.16,78.8,8.05
213,dombarovskiy,80,RU,1524365027,100,50.76,59.54,38.19,6.78
214,shirokiy,64,RU,1524365028,88,53.87,39.17,40.53,21.77
215,khartoum,0,SD,1524365028,17,15.59,32.54,71.13,8.23
216,saint-michel-des-saints,0,CA,1524365028,74,46.68,-73.92,26.58,5.66
217,hasaki,0,JP,1524362400,41,35.73,140.83,78.8,6.93
218,east london,0,ZA,1524365029,100,-33.02,27.91,71.4,7.0
219,bikaner,0,IN,1524365029,28,28.02,73.32,75.72,5.1
220,ilulissat,92,GL,1524361800,85,69.22,-51.1,24.8,4.7
221,ponta delgada,75,PT,1524364200,87,37.73,-25.67,60.8,12.75
222,conceicao do araguaia,44,BR,1524365029,82,-8.26,-49.26,76.17,2.75
223,lishu,8,CN,1524365030,75,43.31,124.32,57.63,17.52
224,bethel,90,US,1524361980,52,60.79,-161.76,42.8,11.41
225,iralaya,8,HN,1524365030,89,15.0,-83.23,79.95,8.23
226,dundalk,48,US,1524363300,37,39.26,-76.52,55.4,1.97
227,marzuq,0,YE,1524365031,81,14.4,46.47,52.95,2.42
228,saint-alexandre,0,FR,1524364200,81,44.23,4.62,53.6,2.24
229,santiago del estero,48,AR,1524365052,59,-27.8,-64.26,81.75,10.47
230,moranbah,0,AU,1524365053,54,-22.0,148.04,79.86,10.58
231,cheyenne,20,US,1524362280,93,41.14,-104.82,37.4,8.05
232,pacific grove,1,US,1524362100,55,36.62,-121.92,75.2,5.82
233,cacaopera,92,SV,1524365053,51,13.77,-88.08,81.75,1.63
234,severo-kurilsk,12,RU,1524365054,97,50.68,156.12,31.98,21.77
235,comodoro rivadavia,0,AR,1524362400,36,-45.87,-67.48,64.4,16.11
236,aktau,90,KZ,1524362400,100,43.65,51.16,44.6,5.99
237,kahului,40,US,1524362160,69,20.89,-156.47,80.6,19.46
238,pevek,8,RU,1524365054,87,69.7,170.27,28.29,3.31
239,puerto escondido,0,MX,1524365055,100,15.86,-97.07,84.0,12.26
240,russell,0,AR,1524365055,83,-33.01,-68.8,52.77,2.64
241,nanortalik,48,GL,1524365055,88,60.14,-45.24,34.41,18.19
242,beibei,90,CN,1524362400,88,29.83,106.43,69.8,6.71
243,mollendo,0,PE,1524365056,86,-17.03,-72.02,53.04,0.63
244,plettenberg bay,0,ZA,1524365056,96,-34.05,23.37,58.26,7.0
245,ouidah,40,BJ,1524362400,88,6.37,2.09,80.6,5.82
246,ngoro,56,CM,1524365056,92,4.96,11.38,71.85,3.42
247,garowe,92,SO,1524365056,89,8.41,48.48,67.8,2.98
248,nemuro,75,JP,1524362400,57,43.32,145.57,48.2,11.41
249,aklavik,5,CA,1524362400,50,68.22,-135.01,5.0,6.93
250,caravelas,80,BR,1524365057,100,-17.73,-39.27,78.42,13.27
251,thompson,90,CA,1524362400,43,55.74,-97.86,51.8,4.7
252,salinopolis,76,BR,1524365057,100,-0.61,-47.36,80.67,12.71
253,assiniboia,8,CA,1524365058,38,49.63,-105.99,53.31,25.23
254,bunia,48,CD,1524365058,97,1.56,30.25,63.12,1.97
255,georgetown,75,GY,1524362400,94,6.8,-58.16,75.2,4.7
256,norman wells,75,CA,1524362400,41,65.28,-126.83,23.0,5.82
257,brenes,0,ES,1524364200,93,37.55,-5.87,60.8,3.36
258,saint-francois,0,FR,1524364200,81,46.42,3.91,50.0,3.36
259,haimen,92,CN,1524365059,81,31.87,121.18,72.93,11.25
260,lavrentiya,0,RU,1524365059,100,65.58,-170.99,22.8,25.79
261,klaksvik,80,FO,1524363600,100,62.23,-6.59,44.6,11.41
262,yulara,0,AU,1524362400,14,-25.24,130.99,89.6,14.99
263,kozhva,0,RU,1524365060,73,65.11,57.05,8.22,2.64
264,le port,0,FR,1524365060,82,42.87,1.37,37.2,2.53
265,ilave,36,PE,1524365060,100,-16.09,-69.64,37.2,5.21
266,obihiro,75,JP,1524362400,58,42.92,143.2,55.4,13.87
267,veraval,0,FR,1524364200,87,49.65,0.71,60.8,10.29
268,toora-khem,0,RU,1524365061,32,52.47,96.11,49.8,3.09
269,college,1,US,1524362280,48,64.86,-147.8,41.0,3.65
270,khlevnoye,80,RU,1524365061,83,54.57,39.32,39.18,25.12
271,baykit,92,RU,1524365061,100,61.68,96.39,40.53,11.92
272,veliki crljeni,0,RS,1524364200,71,44.48,20.29,50.0,3.36
273,taltal,12,CL,1524365062,98,-25.41,-70.49,56.64,0.29
274,tautira,40,PF,1524364200,70,-17.73,-149.15,84.2,10.29
275,la palma,32,CO,1524364872,87,5.36,-74.39,68.88,1.19
276,takoradi,88,GH,1524365063,98,4.89,-1.75,78.87,3.98
277,chuy,0,UY,1524365063,98,-33.69,-53.46,66.72,8.57
278,north fort myers,1,US,1524361980,74,26.67,-81.88,80.6,13.87
279,valdivia,90,CL,1524362400,93,-39.81,-73.25,59.0,9.17
280,la plata,90,AR,1524362400,88,-34.92,-57.95,71.6,3.36
281,timberlake,20,US,1524364500,77,32.26,-81.31,66.2,8.05
282,bambous virieux,75,MU,1524362400,83,-20.34,57.76,77.0,11.41
283,nizhniy odes,8,RU,1524364776,68,63.64,54.86,18.75,3.65
284,dioknisi,80,GE,1524362400,100,41.63,42.39,48.2,3.36
285,yenagoa,100,NG,1524365067,100,4.92,6.26,74.55,3.31
286,tessalit,0,ML,1524365067,25,20.2,1.01,58.26,2.98
287,labuhan,36,ID,1524365068,76,-2.54,115.51,85.44,2.64
288,shieli,92,KZ,1524365068,44,44.18,66.74,64.02,12.03
289,colares,20,PT,1524364200,87,38.8,-9.45,60.8,8.05
290,victoria,75,BN,1524364200,83,5.28,115.24,84.2,1.12
291,nawa,0,IN,1524365069,24,27.02,75.0,79.86,8.23
292,murdochville,36,CA,1524365069,69,48.96,-65.49,29.91,11.03
293,geraldton,5,CA,1524362400,33,49.72,-86.95,46.4,5.82
294,zhezkazgan,90,KZ,1524362400,76,47.8,67.71,51.8,10.25
295,muli,0,IN,1524365070,53,22.62,71.45,80.22,8.34
296,yining,92,CN,1524365070,80,29.04,114.56,75.18,4.88
297,cedar falls,1,US,1524363300,53,42.53,-92.45,51.8,11.41
298,te anau,0,NZ,1524365070,78,-45.41,167.72,50.43,3.42
299,leningradskiy,64,RU,1524365070,100,69.38,178.42,24.33,11.03
300,kuytun,0,RU,1524365071,56,54.34,101.51,52.86,3.98
301,holbeach,40,GB,1524362820,100,52.8,0.02,59.0,6.93
302,port blair,0,IN,1524365071,100,11.67,92.75,85.17,4.99
303,letychiv,0,UA,1524365071,63,49.38,27.62,45.48,8.68
304,pokhara,0,NP,1524365071,55,28.21,83.99,69.78,2.42
305,pemberton,80,AU,1524365072,100,-34.44,116.03,60.24,11.92
306,emerald,0,AU,1524365072,46,-23.53,148.16,82.02,11.25
307,laguna,75,MX,1524361320,38,27.52,-110.01,75.2,3.36
308,nuuk,36,GL,1524361800,100,64.17,-51.74,30.2,14.99
309,krechevitsy,24,RU,1524365073,77,58.62,31.4,35.76,5.77
310,kawalu,56,ID,1524365073,79,-7.38,108.21,78.69,2.98
311,lorengau,36,PG,1524365073,92,-2.02,147.27,86.43,9.13
312,camacha,75,PT,1524364200,82,33.08,-16.33,60.8,23.04
313,suluq,0,LY,1524365073,61,31.67,20.25,55.38,9.69
314,muscat,0,OM,1524361800,38,23.6,58.55,73.4,4.7
315,bondo,24,CD,1524365074,93,3.81,23.69,73.65,2.08
316,tiksi,0,RU,1524365074,85,71.64,128.87,26.94,6.55
317,guerrero negro,64,MX,1524365074,58,27.97,-114.04,66.99,5.99
318,sivaki,0,RU,1524365074,29,52.63,126.75,52.32,3.65
319,mackay,75,CA,1524364320,75,53.65,-115.58,46.4,16.11
320,anadyr,0,RU,1524362400,49,64.73,177.51,26.6,6.71
321,samarai,88,PG,1524365075,100,-10.62,150.67,81.21,11.25
322,sheboygan,1,US,1524363300,52,43.75,-87.71,42.8,3.36
323,hambantota,8,LK,1524365075,100,6.12,81.12,82.65,2.98
324,zambezi,8,ZM,1524365076,72,-13.55,23.12,59.34,3.65
325,raisio,32,FI,1524363600,72,60.49,22.16,39.2,8.05
326,chapais,1,CA,1524362400,58,49.78,-74.86,30.2,3.36
327,florianopolis,0,BR,1524362400,94,-27.6,-48.55,71.6,8.05
328,solwezi,0,ZM,1524365076,77,-12.18,26.4,53.85,5.32
329,sitka,88,US,1524365076,96,37.17,-99.65,47.91,6.78
330,dwarka,0,IN,1524362400,40,28.58,77.04,73.4,6.93
331,puro,36,PH,1524365077,89,13.13,123.76,82.2,3.98
332,paramonga,56,PE,1524365077,100,-10.68,-77.82,64.02,3.87
333,hammerfest,75,NO,1524363600,86,70.66,23.68,28.4,3.36
334,bayanday,0,RU,1524365078,56,53.07,105.52,52.86,5.44
335,lexington,1,US,1524363300,37,38.05,-84.5,59.0,14.99
336,tucumcari,1,US,1524361980,70,35.17,-103.73,48.2,10.29
337,eisenerz,0,AT,1524365078,89,47.54,14.89,41.16,1.74
338,peyima,20,SL,1524365078,97,8.69,-11.04,73.11,3.98
339,namibe,0,AO,1524365079,100,-15.19,12.15,77.97,4.09
340,mirnyy,80,RU,1524365079,76,56.57,36.46,35.49,21.88
341,felanitx,0,ES,1524364200,87,39.47,3.15,53.6,3.36
342,sinjar,48,SY,1524365079,98,35.59,37.0,50.88,6.67
343,monywa,0,MM,1524365079,65,22.12,95.13,87.51,1.63
344,bafata,0,GW,1524365080,53,12.17,-14.67,74.19,6.78
345,djenne,56,ML,1524365080,80,13.91,-4.55,75.36,9.8
346,sabzevar,92,IR,1524365080,42,36.21,57.68,63.21,8.46
347,port macquarie,75,AU,1524362400,60,-31.43,152.91,73.4,10.29
348,kruisfontein,0,ZA,1524365080,91,-34.0,24.73,57.81,9.69
349,brae,56,GB,1524363600,93,60.4,-1.35,44.6,26.4
350,naze,36,NG,1524365081,96,5.43,7.07,72.66,2.98
351,wawa,68,NG,1524365081,81,9.9,4.41,78.06,8.23
352,lasa,0,CY,1524364200,55,34.92,32.53,60.8,14.99
353,fallon,0,US,1524365081,52,46.84,-105.12,55.92,10.36
354,trairi,20,BR,1524365082,100,-3.28,-39.27,82.56,12.15
355,wukari,36,NG,1524365082,92,7.87,9.78,76.08,10.69
356,maraba,20,BR,1524362400,100,-5.35,-49.1,77.0,2.86
357,gambela,8,ET,1524365082,83,8.25,34.59,60.51,2.86
358,la ronge,90,CA,1524362400,80,55.1,-105.3,41.0,5.82
359,minnedosa,75,CA,1524362400,54,50.25,-99.84,55.4,13.87
360,simpang,75,MY,1524362400,83,4.82,100.71,84.2,3.36
361,surgut,40,RU,1524362400,62,61.25,73.4,21.2,2.24
362,antalaha,92,MG,1524365083,100,-14.9,50.28,76.08,5.77
363,bemidji,1,US,1524363300,45,47.48,-94.89,50.0,4.7
364,talnakh,48,RU,1524365084,92,69.49,88.39,6.69,10.25
365,esna,0,RO,1524365084,78,45.2,27.57,50.7,2.19
366,nyagan,56,RU,1524365084,67,62.14,65.43,16.32,3.42
367,gaoyou,64,CN,1524365085,78,32.79,119.43,75.81,11.81
368,airai,20,TL,1524365085,57,-8.93,125.41,82.83,3.09
369,bathsheba,20,BB,1524362400,88,13.22,-59.52,75.2,14.99
370,gizo,40,IL,1524364200,77,31.8,34.94,66.2,14.99
371,castrovillari,0,IT,1524365085,87,39.82,16.2,46.74,1.74
372,saint george,0,GR,1524361800,75,39.45,22.34,46.4,4.7
373,vila franca do campo,75,PT,1524364200,87,37.72,-25.43,60.8,12.75
374,aksu,90,KZ,1524362400,76,52.04,76.93,50.0,8.95
375,do gonbadan,20,IR,1524362400,22,30.36,50.8,69.8,9.17
376,bela,0,PK,1524365086,15,26.23,66.31,70.05,3.53
377,kerema,80,PG,1524365087,92,-7.96,145.78,80.04,3.2
378,union,1,US,1524363300,50,47.36,-123.1,53.6,11.41
379,port shepstone,0,ZA,1524365087,96,-30.74,30.45,66.81,7.78
380,sur,0,OM,1524365088,93,22.57,59.53,78.51,4.21
381,aldan,20,RU,1524365088,50,58.61,125.39,38.73,5.88
382,ziro,90,IN,1524362400,100,27.54,93.82,69.8,3.36
383,watertown,1,US,1524363300,70,44.9,-97.12,42.8,5.82
384,chany,92,RU,1524365088,78,55.31,76.76,53.22,14.83
385,buala,92,SB,1524365089,99,-8.15,159.59,80.58,7.56
386,totskoye,56,RU,1524365089,69,52.53,52.75,35.94,16.06
387,ballyshannon,92,IE,1524365089,99,54.5,-8.19,47.1,12.03
