City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
202,torbay,5,CA,1524542400,74,47.66,-52.73,33.8,11.41
203,maua,92,KE,1524544136,96,0.23,37.94,62.05,2.59
204,salinopolis,92,BR,1524544136,100,-0.61,-47.36,79.78,7.96
205,itamaraca,75,BR,1524538800,88,-7.75,-34.83,77.0,6.93
206,manzhouli,0,CN,1524544136,30,49.6,117.43,67.36,9.19
207,hualmay,76,PE,1524543496,86,-11.1,-77.61,66.28,3.6
208,mandal,0,MN,1524544137,40,48.82,106.5,62.05,5.61
209,umm lajj,0,SA,1524544137,100,25.02,37.27,64.03,3.83
210,nelson bay,20,AU,1524542400,56,-32.72,152.14,73.4,17.22
211,ursulo galvan,88,MX,1524544138,99,20.6,-97.44,74.38,2.93
212,hukuntsi,0,BW,1524543711,51,-23.98,21.76,51.7,6.17
213,znamenskoye,68,RU,1524544138,94,57.13,73.82,45.13,12.88
214,bima,0,ID,1524543618,70,-8.45,118.73,87.61,4.27
215,nguruka,88,TZ,1524544138,98,-5.11,31.04,64.93,1.92
216,isla mujeres,40,MX,1524541620,83,21.23,-86.73,78.8,8.05
217,otane,12,NZ,1524543654,60,-39.89,176.62,59.08,10.98
218,miri,0,NG,1524544139,64,10.31,9.75,70.6,4.94
219,mayumba,68,GA,1524544139,100,-3.44,10.65,76.63,3.83
220,san quintin,20,PH,1524538800,66,17.54,120.52,89.6,9.17
221,la ronge,5,CA,1524538800,69,55.1,-105.3,35.6,4.7
222,tabas,20,IR,1524543675,73,33.6,56.92,59.98,4.61
223,chara,0,GR,1524541800,76,39.42,22.43,48.2,6.93
224,great yarmouth,48,GB,1524541800,87,52.61,1.73,51.8,13.87
225,los lunas,1,US,1524543300,17,34.81,-106.76,66.2,10.29
226,cidreira,68,BR,1524543533,88,-30.17,-50.22,72.49,8.41
227,turukhansk,0,RU,1524543569,82,65.8,87.96,10.12,7.4
228,kyaikto,0,MM,1524544140,70,17.31,97.01,88.33,3.71
229,guerrero negro,36,MX,1524544140,85,27.97,-114.04,61.06,8.3
230,pisco,0,PE,1524538800,77,-13.71,-76.2,69.8,4.7
231,eboli,0,IT,1524542100,76,40.62,15.06,53.6,13.87
232,atar,8,MR,1524543709,27,20.52,-13.05,63.4,7.96
233,necochea,32,AR,1524543563,89,-38.55,-58.74,53.59,7.29
234,praia,0,BR,1524538800,82,-20.25,-43.81,62.6,5.82
235,valparaiso,90,US,1524543360,100,41.47,-87.06,55.4,4.7
236,mandera,80,ET,1524544141,97,3.94,41.86,71.32,4.38
237,berlevag,75,NO,1524541800,100,70.86,29.09,37.4,13.87
238,saint-georges,0,CA,1524544142,77,46.12,-70.67,31.72,4.16
239,port lincoln,8,AU,1524544142,87,-34.72,135.86,66.82,10.54
240,mobaye,44,CF,1524544142,88,4.33,21.18,72.67,5.73
241,ornskoldsvik,90,SE,1524541800,100,63.29,18.72,33.8,6.93
242,margate,0,AU,1524542400,43,-43.03,147.26,71.6,9.17
243,ilulissat,88,GL,1524538200,79,69.22,-51.1,24.8,2.04
244,san andres,24,PH,1524544144,100,13.32,122.68,82.84,2.71
245,awbari,0,LY,1524544144,26,26.59,12.77,71.86,12.77
246,broome,64,GB,1524541800,87,52.47,1.45,53.6,13.87
247,amga,80,RU,1524544144,57,60.89,131.98,34.15,9.19
248,buta,64,CD,1524544144,92,2.79,24.73,73.75,2.37
249,mtambile,56,TZ,1524544145,100,-5.38,39.7,80.95,13.44
250,flinders,0,AU,1524542400,44,-34.58,150.85,77.0,9.17
251,liusha,92,CN,1524544145,90,27.21,108.59,57.55,8.41
252,sambava,0,MG,1524543581,100,-14.27,50.17,78.52,10.2
253,hudson bay,48,CA,1524544145,65,52.86,-102.4,38.92,5.39
254,kurilsk,36,RU,1524544145,84,45.23,147.88,41.26,10.09
255,zorritos,0,PE,1524544146,95,-3.68,-80.68,73.75,0.47
256,polunochnoye,88,RU,1524544146,100,60.87,60.43,34.78,8.97
257,oil city,1,US,1524542160,50,41.43,-79.71,59.0,9.17
258,asosa,8,ET,1524544147,61,10.07,34.53,60.88,2.59
259,sandwick,92,GB,1524538200,100,54.57,-2.89,42.8,25.28
260,tilichiki,0,RU,1524544147,85,60.47,166.1,32.98,13.78
261,hamilton,75,BM,1524542100,59,32.3,-64.78,64.4,10.29
262,aubenas,0,FR,1524542400,82,44.62,4.39,59.0,5.82
263,santa isabel do rio negro,20,BR,1524544148,95,-0.41,-65.02,76.63,3.71
264,moranbah,0,AU,1524544148,37,-22.0,148.04,82.12,9.64
265,bathsheba,20,BB,1524538800,83,13.22,-59.52,77.0,13.87
266,aguia branca,88,BR,1524544148,100,-18.98,-40.74,66.28,2.71
267,nuuk,92,GL,1524538200,100,64.17,-51.74,28.4,9.17
268,upernavik,92,GL,1524543578,96,72.79,-56.15,22.09,2.37
269,abilene,1,US,1524543300,45,32.45,-99.73,64.4,6.93
270,carutapera,92,BR,1524544148,97,-1.2,-46.02,77.8,3.38
271,nome,1,US,1524543300,82,30.04,-94.42,62.6,5.95
272,codrington,68,AU,1524543634,80,-28.95,153.24,69.16,7.63
273,dongsheng,24,CN,1524544149,82,29.72,112.52,68.26,15.57
274,chapais,90,CA,1524542400,33,49.78,-74.86,46.4,10.29
275,iskilip,0,TR,1524544149,81,40.73,34.47,36.31,1.14
276,adrar,40,DZ,1524542400,29,27.87,-0.29,78.8,10.29
277,marawi,44,PH,1524543672,97,8.0,124.29,75.73,2.26
278,kerema,68,PG,1524544150,97,-7.96,145.78,78.43,2.71
279,hithadhoo,24,MV,1524543509,100,-0.6,73.08,83.83,13.0
280,chaplynka,0,UA,1524544150,76,46.36,33.54,47.56,4.16
281,karpushikha,80,RU,1524544150,70,57.5,59.9,35.23,3.94
282,klaksvik,92,FO,1524541800,86,62.23,-6.59,39.2,11.41
